slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
mantar-dolmasi,Mantar Dolması,Fırında peynirli harçla pişen pratik ve sıcak mantar aperatifi.,APERATIF,tr,EASY,15,20,35,4,170,Büyük mantar 12 adet | Kaşar peyniri 1 su bardağı | Tereyağı 2 yemek kaşığı | Maydanoz 0.25 demet | Sarımsak 1 diş | Karabiber 0.5 çay kaşığı,6,"1. Mantar saplarını çıkarıp şapkaları fırın kabına dizin. || 2. Rendelenmiş peynir, tereyağı, maydanoz, sarımsak ve karabiberi karıştırın. || 3. Harcı mantarlara paylaştırın ve 190°C fırında 18-20 dakika pişirin.",3,SUT,"vejetaryen,firinda",Mantarları yıkadıktan sonra kurulayın; fazla su fırında harcı sulandırır.,Sıcakken limon dilimiyle servis edin.
mantar-pate,Mantar Pate,"Tereyağıyla çevrilen mantarların ezilmesiyle oluşan bu sürülebilir karışım, soğuk masalarda sessiz ama etkili bir yer tutar.",SOS,se,EASY,12,15,27,6,95,Kestane mantarı 400 gr | Tereyağı 40 gr | Krema 60 ml | Soğan 1 adet,4,1. Soğan ve mantarı yüksek ateşte soteleyin. || 2. Krema ekleyip 2 dakika çevirin. || 3. Karışımı ılıtıp püre haline getirin.,3,SUT,"vejetaryen,30-dakika-alti",Mantarı yüksek ateşte soteleyin; suyunu bırakıp haşlanırsa pate gevşek kalır.,Çavdar kraker ve taze kekikle servis edin.
mantar-sote,Mantar Sote,"Mantar, biber ve domatesin yüksek ateşte hızlı sotelenen pratik yemeği.",YEMEK,tr,EASY,10,15,25,4,150,Mantar 600 gr | Soğan 1 adet | Yeşil biber 2 adet | Domates 2 adet | Zeytinyağı 3 yemek kaşığı | Karabiber 0.5 çay kaşığı,6,1. Mantarları iri doğrayıp kuru bezle temizleyin. || 2. Soğan ve biberleri 4 dakika soteleyin. || 3. Mantar ve domatesi ekleyip 10-12 dakika pişirin.,3,,"vegan,30-dakika-alti,vejetaryen",Mantarları tavaya geniş yayın; kalabalık tavada suyunu bırakır.,Pilav yanında sıcak servis edin.
mantarli-risotto,Mantarlı Risotto,"Arborio pirinci, mantar ve parmesanla yapılan kremamsı İtalyan pilavı.",YEMEK,it,MEDIUM,15,30,45,4,460,Arborio pirinci 1.5 su bardağı | Mantar 300 gr | Soğan 1 adet | Sarımsak 2 diş | Sebze suyu 5 su bardağı | Tereyağı 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Parmesan peyniri 60 gr | Tuz 1 çay kaşığı,9,1. Sebze suyunu ayrı tencerede sıcak tutun. || 2. Mantarları zeytinyağında 6 dakika soteleyip kenara alın. || 3. Soğan ve sarımsağı tereyağında 4 dakika kavurun. || 4. Pirinci ekleyip 2 dakika karıştırın. || 5. Sıcak sebze suyunu kepçe kepçe ekleyerek 20 dakika pişirin. || 6. Mantar ve parmesanı ekleyip karıştırın.,6,SUT,"vejetaryen,misafir-sofrasi",Sıcak sebze suyunu kepçe kepçe ekleyin; pirinç sıvıyı emdikçe risottonun kremamsı dokusu oluşur.,Taze çekilmiş karabiberle sıcak servis edin.
manti,Mantı,"Kayseri'nin meşhur mantısı. Küçücük hamur kesecikleri içinde kıyma, yoğurt ve tereyağlı sos ile.",YEMEK,cn,HARD,60,20,80,4,380,Un 3 su bardağı — Hamur için | Yumurta 1 adet — Hamur için | Su 0.5 su bardağı — Hamur için | Kıyma 200 gr — İç harç için | Soğan (rendelenmiş) 1 adet — İç harç için | Yoğurt 300 gr — Sos için | Sarımsak 3 diş — Sos için | Tereyağı 50 gr — Sos için | Pul biber 1 yemek kaşığı — Sos için | Karabiber 0.5 çay kaşığı — İç harç için | Tuz 1 çay kaşığı — Hamur için,11,"1. Un, yumurta, su ve tuzla sert bir hamur yoğurun. 30 dk dinlendirin. || 2. Kıyma, rendelenmiş soğan, tuz ve karabiberi karıştırarak iç harç yapın. || 3. Hamuru ince açıp küçük kareler kesin, ortasına harç koyup kapatın. || 4. Kaynar tuzlu suda 15-20 dakika haşlayın. || 5. Sarımsaklı yoğurdu hazırlayın. Tereyağında pul biberi kızdırın. || 6. Mantıları tabağa alın, yoğurt ve pul biberli tereyağını gezdirin.",6,"GLUTEN,SUT,YUMURTA",misafir-sofrasi,Mantılar ne kadar küçük olursa o kadar makbul. Sabırlı olun!,Sarımsaklı yoğurt ve pul biberli tereyağı ile servis edin.
mapo-tofu,Mapo Tofu,"Sichuan mutfağının acı biberli tofusu, soya ve fasulye ezmesiyle güçlü bir tavada pişer.",YEMEK,cn,MEDIUM,15,20,35,4,360,Tofu 500 gr | Acı fasulye ezmesi 2 yemek kaşığı | Soya sosu 2 yemek kaşığı | Susam yağı 1 yemek kaşığı | Taze soğan 3 dal,5,1. Fasulye ezmesini yağda 2 dakika kavurun. || 2. Tofu ve soya sosunu ekleyin. || 3. Tavayı 12-15 dakika kısık ateşte pişirin. || 4. Taze soğanla servis edin.,4,"SOYA,SUSAM","vegan,vejetaryen",Tofuyu karıştırırken spatulayı alttan çevirin; küpler parçalanmaz.,Sade pirinçle servis edin.
maqluba,Maqluba,Filistin ve Levant sofralarında tencerenin ters çevrilmesiyle katları görünen etli pirinç yemeği.,YEMEK,tr,HARD,35,55,90,6,520,Kuzu kuşbaşı 600 gr | Pirinç 2 su bardağı | Patlıcan 2 adet | Karnabahar 400 gr | Yoğurt 2 su bardağı,5,"1. Eti 30 dakika haşlayın; patlıcan ve karnabaharı kızartın. || 2. Tencereye sebze, et ve pirinci kat kat dizin, et suyuyla 25 dakika pişirin. || 3. 10 dakika dinlendirip geniş tabağa ters çevirin.",3,SUT,misafir-sofrasi,Tencereyi ters çevirmeden önce 10 dakika dinlendirin; katlar dağılmadan çıkar.,Yoğurt ve salatalıkla servis edin.
maras-dondurmasi,Maraş Dondurması,"Maraş'ın salep ve keçi sütüyle uzayan dondurması, tok dokusuyla kaşıkta direnç gösterir.",TATLI,tr,HARD,30,20,50,8,280,Keçi sütü 1 litre | Şeker 180 gr | Salep 8 gr | Damla sakızı 1 parça,4,"1. Süt, şeker ve salebi 20 dakika karıştırarak pişirin. || 2. Karışımı soğutup dondurucuya alın. || 3. 3 saat boyunca 30 dakikada bir spatulayla dövün.",3,SUT,"vejetaryen,yaz-tarifi",Karışımı dondururken 30 dakikada bir dövün; uzayan yapı böyle oluşur.,Kesme dondurma gibi dilimleyerek servis edin.
mardin-ikbebet,Mardin İkbebet,Mardin mutfağında haşlanarak servis edilen içli köfte; baharatlı kıyma ince bulgur kabuğunda saklanır.,YEMEK,tr,HARD,60,25,85,6,380,İnce bulgur 500 gr | Dana kıyma 400 gr | Soğan 2 adet | Yoğurt 2 su bardağı | Kimyon 1 çay kaşığı,5,1. Bulguru sıcak suyla 20 dakika dinlendirin. || 2. Kıyma ve soğanı 10 dakika kavurup iç hazırlayın. || 3. Köfteleri doldurup kaynar suda 15 dakika haşlayın.,3,"GLUTEN,SUT",misafir-sofrasi,Bulgur hamurunu avuç içinde ince açın; haşlama sırasında çatlama azalır.,Sarımsaklı yoğurtla servis edin.
mardin-kaburga-pilavi,Mardin Kaburga Pilavı,"Mardin kaburga pilavı, baharatlı pirincin kuzu eti suyuyla tane tane piştiği zengin bir düğün tabağıdır.",YEMEK,tr,HARD,40,120,160,8,610,Kuzu kaburga 1.5 kg | Pirinç 3 su bardağı | Badem 100 gr | Kuş üzümü 60 gr,4,"1. Kuzu kaburgayı 90 dakika pişirin. || 2. Pirinç, badem ve kuş üzümünü kavurun. || 3. Et suyuyla pilavı 25 dakika pişirin.",3,KUSUYEMIS,misafir-sofrasi,,
mardin-sembusek,Mardin Sembusek,"Mardin sembuseği, ince hamurun baharatlı kıymayla yarım ay kapatılıp tavada pişen yöresel halidir.",YEMEK,tr,MEDIUM,50,20,70,6,390,Un 500 gr — Hamur için | Su 260 ml — Hamur için | Dana kıyma 400 gr — İç için | Soğan 2 adet — İç için,4,1. Un ve suyla hamur yoğurup 20 dakika dinlendirin. || 2. Kıymalı içi baharatla yoğurun. || 3. Sembusekleri tavada 20 dakika pişirin.,3,GLUTEN,misafir-sofrasi,Hamuru ince açın ve kenarları çatalla bastırın; iç harç tavaya akmaz.,Sarımsaklı yoğurt ve sumaklı soğanla servis edin.
margarita,Margarita,"Tekila, lime suyu ve triple sec ile hazırlanan klasik kokteyl.",KOKTEYL,tr,EASY,5,0,5,1,200,Tekila 50 ml | Lime suyu 25 ml | Triple sec 20 ml | Buz 5 adet | Tuz (kenar için) 1 çay kaşığı,5,"1. Bardak kenarını lime ile ıslatıp tuza bastırın. || 2. Shaker'a tekila, lime suyu, triple sec ve buz koyun. || 3. 10-15 saniye sert sallayın, süzüp bardağa dökün.",3,,"alkollu,30-dakika-alti,yaz-tarifi,vejetaryen,vegan",Bardak kenarına tuz çekmek için lime dilimi kullanın.,
martini,Martini,Cin ve kuru vermutla hazırlanan berrak klasik kokteyl.,KOKTEYL,tr,EASY,5,0,5,1,150,Cin 60 ml | Kuru vermut 10 ml | Buz 1 su bardağı | Yeşil zeytin 1 adet,4,1. Cin ve vermutu buz dolu karıştırma bardağına alın. || 2. Karışımı 25 saniye karıştırın. || 3. Soğuk kadehe süzüp zeytinle servis edin.,3,,"alkollu,misafir-sofrasi,vejetaryen,vegan",Karıştırma bardağını buzla doldurun; martini çok soğuk servis edilmelidir.,Yeşil zeytin veya limon kabuğuyla servis edin.
mas-fasulyesi-yemegi,Maş Fasulyesi Yemeği,Maş fasulyesinin domates ve sebzelerle piştiği hafif baklagil yemeği.,YEMEK,tr,EASY,15,35,50,5,230,Maş fasulyesi 1.5 su bardağı | Soğan 1 adet | Havuç 1 adet | Domates 2 adet | Zeytinyağı 3 yemek kaşığı | Yoğurt 1 su bardağı,6,"1. Maş fasulyesini 15 dakika haşlayıp süzün. || 2. Soğan, havuç ve domatesi zeytinyağında 8 dakika pişirin. || 3. Fasulyeyi ekleyip 20 dakika kısık ateşte pişirin.",3,SUT,"vejetaryen,tek-tencere",Maş fasulyesini fazla haşlamayın; küçük taneler hızlı dağılır.,Yoğurt ve pul biberle servis edin.
masala-cayi,Masala Çayı,"Siyah çay, süt ve baharatlarla kaynatılan Hint usulü sıcak içecek.",ICECEK,in,EASY,5,12,17,2,120,Siyah çay 2 tatlı kaşığı | Süt 1 su bardağı | Su 1 su bardağı | Kakule 3 adet | Tarçın çubuğu 1 adet | Zencefil 10 gr | Şeker 2 tatlı kaşığı,7,"1. Su, kakule, tarçın ve zencefili 5 dakika kaynatın. || 2. Çay ve sütü ekleyip 6-7 dakika pişirin. || 3. Süzüp şekerle servis edin.",3,SUT,"alkolsuz,kis-tarifi,vejetaryen",Baharatları suyla önce kaynatın; süt eklendiğinde aroma daha yoğun olur.,Sıcak bardakta servis edin.
masala-chai,Masala Chai,"Hint sokaklarında sürekli tazelenen masala chai, siyah çayın süt ve baharatla yumuşadığı sıcak bir fincandır.",ICECEK,in,EASY,5,10,15,2,140,Süt 2 su bardağı | Su 1 su bardağı | Siyah çay 2 tatlı kaşığı | Kakule 3 adet | Tarçın 1 çubuk,5,"1. Su, süt ve hafifçe ezilmiş baharatları tencereye alın. || 2. Karışımı 6 dakika kaynatıp çayı ekleyin. || 3. 2 dakika daha demleyip süzerek servis edin.",3,SUT,"kis-tarifi,30-dakika-alti,vejetaryen",Baharatları hafifçe ezerek kaynatın; bütün bırakırsanız aroması daha yavaş çıkar.,Küçük bardakta yanında tuzlu kraker veya bisküviyle servis edin.
massaman-curry,Massaman Curry,"Güney Tayland'ın baharatlı ve tatlı çizgide duran körisi; dana eti, patates ve fıstıkla derinleşir.",YEMEK,th,MEDIUM,20,60,80,4,480,Dana kuşbaşı 600 gr | Massaman köri macunu 3 yemek kaşığı | Kokos kreması 400 ml | Patates 3 adet | Yer fıstığı 80 gr,5,1. Köri macununu tencerede yağla 2 dakika kavurun. || 2. Dana eti ve kokos kremasını ekleyip 45 dakika pişirin. || 3. Patates ve yer fıstığını ekleyip 15 dakika daha pişirin.,3,YER_FISTIGI,misafir-sofrasi,Köri macununu yağda 2 dakika kavurmak baharatların kokusunu açar.,Jasmin pirinç pilavı ile servis edin.
matcha-latte,Matcha Latte,"Matcha tozu, sıcak su ve sütle hazırlanan köpüklü Japon esintili içecek.",ICECEK,jp,EASY,5,5,10,1,120,Matcha tozu 1 tatlı kaşığı | Sıcak su 3 yemek kaşığı | Süt 1 su bardağı | Bal 1 tatlı kaşığı,4,1. Matcha tozunu sıcak suyla pürüzsüz olana kadar çırpın. || 2. Sütü ısıtıp köpürtün. || 3. Matcha karışımını süte ekleyip bal ile tatlandırın.,3,SUT,"vejetaryen,alkolsuz",Matchayı önce az sıcak suyla açın; topak kalmadan süte karışır.,Üzerine ince matcha serpip sıcak servis edin.
matcha-smoothie,Matcha Smoothie,"Matcha smoothie, muz ve yoğurtla yeşil çayın buruk aromasını kahvaltılık bir içeceğe çevirir.",ICECEK,jp,EASY,7,0,7,2,210,Matcha 2 çay kaşığı | Muz 2 adet | Yoğurt 250 gr | Bal 1 yemek kaşığı,4,"1. Matchayı sıcak suyla açın. || 2. Muz, yoğurt, bal ve matchayı blendera alın. || 3. Karışımı 45 saniye pürüzsüz çekin.",3,SUT,"alkolsuz,30-dakika-alti,vejetaryen",Matchayı önce 2 yemek kaşığı sıcak suyla açın; blenderda topak kalmaz.,Üzerine ince muz dilimleri ve susam serperek servis edin.
matchali-muzlu-smoothie,Matchalı Muzlu Smoothie,"Matcha, muz ve yoğurtla hazırlanan bu soğuk karışım, kahve yerine daha yumuşak bir sabah enerjisi sunar.",ICECEK,jp,EASY,5,0,5,2,210,Yoğurt 1 su bardağı | Muz 2 adet | Matcha 1 tatlı kaşığı | Bal 1 yemek kaşığı | Süt 1 su bardağı,5,"1. Matchayı birkaç kaşık sütle pürüzsüz olana kadar karıştırın. || 2. Yoğurt, muz, bal ve kalan sütle birlikte blendera alın. || 3. 1 dakika çekip bekletmeden servis edin.",3,SUT,"vejetaryen,pratik,yaz-tarifi",Matchayı önce az sıvıyla açarsanız blenderda topak kalmaz.,Soğuk bardakta üstüne 0.5 çay kaşığı matcha serperek servis edin.
mechoui,Mechoui,Mağrip sofralarının mechoui usulünde kuzu eti baharatla ovulur ve düşük ısıda lif lif pişer.,YEMEK,tr,HARD,25,210,235,6,520,Kuzu kol 1.8 kg | Kimyon 2 çay kaşığı | Kişniş 2 çay kaşığı | Zeytinyağı 4 yemek kaşığı,4,1. Kuzu etini zeytinyağı ve baharatlarla ovun. || 2. Kapalı fırın kabında 160°C fırında 3 saat pişirin. || 3. Kapağı açıp 30 dakika kızartın.,3,,misafir-sofrasi,,
mechouia-salatasi,Mechouia Salatası,"Mechouia salatası, közlenmiş biber, domates ve soğanın iri doğranıp limonla tatlandırıldığı Tunus işi bir mezedir.",SALATA,ma,EASY,15,20,35,4,92,Kapya biber 3 adet | Domates 2 adet | Soğan 1 adet | Sarımsak 1 diş | Limon suyu 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,7,"1. Biber, domates ve soğanı közleyip kabuklarını ayırın. || 2. Sebzeleri sarımsak ve tuzla iri doğrayın. || 3. Limon suyu ve zeytinyağıyla karıştırıp servis edin.",3,,"vegan,yaz-tarifi,vejetaryen",Sebzeleri bıçakla iri bırakmak salatanın sulu ezmeye dönmesini önler.,Limon suyu tazeyken ılık servis edin.
medianoche,Medianoche,"Küba gece sandviçi tatlımsı ekmekte jambon, et, peynir ve turşuyla preslenir.",APERATIF,cu,EASY,15,8,23,4,510,Sandviç ekmeği 4 adet | Dana jambon 200 gr | Rosto et 250 gr | Kaşar peyniri 160 gr | Hardal 2 yemek kaşığı,5,"1. Ekmekleri hardalla ince kaplayın. || 2. Et, jambon, peynir ve turşuyu yerleştirin. || 3. Sandviçleri pres tavada 8 dakika pişirin.",3,"GLUTEN,SUT,HARDAL","pratik,30-dakika-alti",,
medianoche-sandwich,Medianoche Sandwich,"Yumuşak tatlımsı ekmek, domuz eti, peynir ve turşuyla birleşince gece açlığına uygun sıkı bir Küba sandviçi çıkar.",YEMEK,cu,EASY,12,8,20,2,470,Sandviç ekmeği 2 adet | Pişmiş domuz eti 180 gr | İsviçre peyniri 60 gr | Hardal 1 yemek kaşığı,4,"1. Ekmeği açıp hardal sürün. || 2. Et, peynir ve turşuyu yerleştirin. || 3. Sandviçi bastırarak 6-8 dakika kızartın.",3,"GLUTEN,SUT,HARDAL","30-dakika-alti,vejetaryen",Ekmeği hafifçe yağlayıp bastırırsanız dış yüzey daha güzel renk alır.,Yanına ince patates kızartmasıyla sıcak servis edin.
medovik,Medovik,"Rus ballı pastası medovik, ince bal katları ve kremayla dinlendikçe yumuşayan bir tatlıdır.",TATLI,tr,HARD,80,35,115,10,440,Un 450 gr | Bal 120 gr | Yumurta 3 adet | Ekşi krema 600 gr,4,"1. Bal, şeker ve yumurtayla hamur hazırlayın. || 2. Hamuru ince katlar halinde 180°C fırında pişirin. || 3. Katları ekşi kremayla birleştirip 6 saat dinlendirin.",3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",,
meggyleves,Meggyleves,"Ekşi vişneyle hazırlanan Meggyleves, tatlı-ekşi dengesi sayesinde yaz sofralarında soğuk çorba olarak öne çıkar.",CORBA,hu,EASY,10,20,30,4,140,Çekirdeksiz vişne 500 gr | Su 700 ml | Ekşi krema 120 gr | Şeker 60 gr,4,"1. Vişne, su ve şekeri 15 dakika kaynatın. || 2. Ekşi kremayı bir kepçe ılık çorbayla açın. || 3. Karışıma ekleyip bir taşım ısıtın, sonra soğutun.",3,SUT,"yaz-tarifi,30-dakika-alti,vejetaryen",Vişneleri fazla kaynatmayın; diri meyve çorbanın karakterini korur.,Buzdolabında en az 2 saat soğutup küçük kaselerde servis edin.
meksika-sicak-cikolatasi,Meksika Sıcak Çikolatası,"Oaxaca usulü tarçın ve acı biber dokunuşlu koyu kakao içeceği, soğuk akşamları ısıtır.",ICECEK,mx,EASY,5,8,13,2,240,Süt 500 ml | Kakao 2 yemek kaşığı | Bitter çikolata 60 gr | Tarçın 1 çay kaşığı | Acı biber 1 tutam,5,"1. Süt, kakao ve tarçını tencerede çırpın. || 2. Orta ateşte 6 dakika ısıtın. || 3. Çikolata ve acı biberi ekleyip eriyene kadar karıştırın.",3,SUT,"alkolsuz,30-dakika-alti,kis-tarifi,vejetaryen",Kakaoyu süt ısınmadan çırpın; topak kalmaz.,Üzerine tarçın serperek servis edin.
melomakarona,Melomakarona,"Yunan yılbaşı sofralarının bal şerbetli kurabiyesi, portakal ve tarçınla ev gibi kokar.",TATLI,gr,MEDIUM,20,25,45,16,190,Un 3 su bardağı | Portakal suyu 0.5 su bardağı | Zeytinyağı 0.5 su bardağı | Bal 1 su bardağı | Ceviz 0.5 su bardağı,5,"1. Un, portakal suyu ve zeytinyağı ile yumuşak bir hamur hazırlayın. || 2. Hamurdan parçalar alıp şekil verin ve 180°C fırında 25 dakika pişirin. || 3. Kurabiyeleri ılık bala bulayıp ceviz serpin.",3,"GLUTEN,KUSUYEMIS","misafir-sofrasi,vejetaryen",Kurabiyeler fırından çıkar çıkmaz ılık şerbete girerse içi yumuşar ama dağılmaz.,Üzerine ceviz serperek kahvenin yanında servis edin.
menemen,Menemen,"Domates, biber ve yumurtanın buluştuğu pratik ve lezzetli Türk kahvaltısı.",KAHVALTI,tr,EASY,5,10,15,2,220,Yumurta 3 adet | Domates 2 adet | Sivri biber 2 adet | Tereyağı 1 yemek kaşığı | Tuz | Karabiber | Pul biber,7,"1. Domatesleri ve biberleri küçük küçük doğrayın. || 2. Tavada tereyağını eritin, biberleri kavurun. || 3. Domatesleri ekleyin, suyunu çekene kadar pişirin. || 4. Yumurtaları kırıp ekleyin, hafifçe karıştırın. Pişince servis edin.",4,"SUT,YUMURTA","pratik,30-dakika-alti,vejetaryen",,
menengic-kahvesi,Menengiç Kahvesi,"Menengiç kahvesi, pistachio benzeri yumuşak kokusuyla Güneydoğu kahvehanelerinden eve taşınan sütlü bir sıcak içecektir.",ICECEK,tr,EASY,5,5,10,2,126,Menengiç kahvesi 2 tatlı kaşığı | Süt 300 ml | Su 100 ml | Toz menengiç 0.5 çay kaşığı,4,"1. Süt, su ve menengiç kahvesini cezveye alın. || 2. Karışımı taşırmadan ısıtın. || 3. Kahveyi fincanlara paylaştırıp toz menengiçle servis edin.",3,"SUT,KUSUYEMIS","alkolsuz,kis-tarifi,vejetaryen",Kahveyi kaynama noktasına gelmeden ocaktan alın; köpük daha yerinde kalır.,Üzerine toz menengiç serperek sıcak servis edin.
mercimek-corbasi,Mercimek Çorbası,"Türk sofrasının olmazsa olmazı, besleyici ve doyurucu kırmızı mercimek çorbası.",CORBA,tr,EASY,10,25,35,6,180,Kırmızı mercimek 1.5 su bardağı | Soğan 1 adet | Havuç 1 adet | Patates 1 adet | Domates salçası 1 yemek kaşığı | Su 6 su bardağı | Tereyağı 1 yemek kaşığı | Tuz | Karabiber | Kimyon,10,"1. Mercimekleri yıkayın. Soğanı, havucu ve patatesi küçük küçük doğrayın. || 2. Tencereye az yağ koyun, soğanı kavurun. Diğer sebzeleri ekleyin. || 3. Mercimekleri ve suyu ekleyin. Kaynamaya bırakın. || 4. Mercimekler yumuşayınca blender ile pürüzsüz hale getirin. || 5. Tuz, karabiber ve kimyon ekleyin. Tereyağı ile servis edin.",5,SUT,"butce-dostu,tek-tencere,kis-tarifi,vejetaryen","Limon sıkarak servis edin, lezzeti katlayacaktır.",
mercimek-koftesi,Mercimek Köftesi,"Kırmızı mercimek, ince bulgur ve yeşilliklerle yapılan etsiz klasik çay saati tarifi.",APERATIF,tr,EASY,20,20,40,6,210,Kırmızı mercimek 1 su bardağı | İnce bulgur 1.5 su bardağı | Soğan 1 adet | Domates salçası 1 yemek kaşığı | Biber salçası 1 yemek kaşığı | Zeytinyağı 0.5 çay bardağı | Taze soğan 4 dal | Maydanoz 0.5 demet | Limon suyu 2 yemek kaşığı | Tuz 1 tatlı kaşığı,10,"1. Mercimeği 3 su bardağı suyla yumuşayana kadar 18-20 dakika haşlayın. || 2. Bulguru sıcak mercimeğe ekleyin, kapağı kapatın ve 15 dakika dinlendirin. || 3. Soğanı zeytinyağında 5 dakika kavurun, salçaları ekleyip 2 dakika çevirin. || 4. Salçalı karışımı mercimeğe ekleyin ve 5 dakika yoğurun. || 5. Doğranmış yeşillik, limon suyu ve tuzu ekleyip köfte şekli verin.",5,GLUTEN,"vegan,butce-dostu,misafir-sofrasi,vejetaryen",Bulguru mercimek sıcakken ekleyin; kapağı kapalı dinlenirse suyu tam çeker.,Marul yaprakları ve limon dilimleriyle servis edin.
mercimekli-bulgur-pilavi,Mercimekli Bulgur Pilavı,"Yeşil mercimek ve bulgurla hazırlanan doyurucu, ekonomik pilav.",YEMEK,tr,EASY,10,30,40,4,360,Pilavlık bulgur 1.5 su bardağı | Yeşil mercimek 0.75 su bardağı | Soğan 1 adet | Zeytinyağı 3 yemek kaşığı | Domates salçası 1 tatlı kaşığı | Sıcak su 3 su bardağı | Tuz 1 tatlı kaşığı,7,"1. Mercimeği 15 dakika haşlayıp süzün. || 2. Soğan ve salçayı zeytinyağında 5 dakika kavurun. || 3. Bulgur, mercimek, sıcak su ve tuzu ekleyip 15 dakika pişirin.",3,GLUTEN,"vegan,butce-dostu,vejetaryen",Mercimeği bulgurdan önce haşlayın; iki malzeme aynı anda yumuşak kıvama gelir.,Ayran ve turşuyla servis edin.
