slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
fellah-koftesi,Fellah Köftesi,"Adana ve Mersin sofralarından ince bulgur köfteleri, sarımsaklı domates sosuyla kaplanır.",YEMEK,tr,MEDIUM,35,25,60,6,290,İnce bulgur 2 su bardağı | Un 0.5 su bardağı | Domates salçası 2 yemek kaşığı | Sarımsak 4 diş | Maydanoz 0.5 demet,5,"1. Bulguru 15 dakika sıcak suyla bekletin. || 2. Bulgur, un ve salçayla hamur yoğurun. || 3. Köfteleri kaynar suda 10 dakika haşlayın. || 4. Sarımsaklı domates sosuyla karıştırın.",4,GLUTEN,"vegan,butce-dostu,vejetaryen",Köftelerin ortasına parmak izi bırakın; sos yüzeye daha iyi tutunur.,Maydanoz ve limonla servis edin.
feslegenli-limonata,Fesleğenli Limonata,Taze limon suyu ve fesleğenle hazırlanan aromatik yaz içeceği.,ICECEK,tr,EASY,15,5,20,6,65,Limon suyu 1 su bardağı | Şeker 0.75 su bardağı | Su 5 su bardağı | Fesleğen 12 yaprak | Buz 2 su bardağı,5,1. Şeker ve 1 su bardağı suyu 5 dakika kaynatın. || 2. Fesleğeni şuruba ekleyip 5 dakika demleyin. || 3. Şurubu limon suyu ve soğuk suyla karıştırın.,3,,"vegan,alkolsuz,yaz-tarifi,vejetaryen",Fesleğeni sıcak şuruba ekleyip kısa demleyin; rengi kararmadan aroma verir.,Buz ve limon dilimleriyle servis edin.
filmjolk-meyveli-smoothie,Filmjölk Meyveli Smoothie,"İskandinav fermente sütü filmjölk, orman meyvesiyle birleşince hafif ekşimsi ve serin bir kahvaltı içeceği olur.",ICECEK,se,EASY,5,0,5,2,181,Filmjölk 2 su bardağı | Orman meyvesi 1.5 su bardağı | Bal 1 yemek kaşığı | Yulaf 2 yemek kaşığı,4,1. Tüm malzemeyi blendera alın. || 2. 40 saniye pürüzsüz olana kadar çekin. || 3. Hemen servis edin.,3,"GLUTEN,SUT","pratik,yaz-tarifi,vejetaryen",Filmjölk yerine kefir kullanıyorsanız bal miktarını azaltın; ikisi de ekşimsi yapı verir.,Soğuk bardakta üstüne birkaç yulaf tanesi serperek servis edin.
filtre-kahve,Filtre Kahve,Öğütülmüş kahvenin sıcak suyla demlendiği sade filtre kahve.,ICECEK,tr,EASY,3,4,7,2,3,Filtre kahve 30 gr | Sıcak su 500 ml,2,1. Filtre kağıdını sıcak suyla ıslatıp suyu dökün. || 2. Kahveyi filtreye koyup suyu dairesel hareketle dökün. || 3. Kahvenin 3-4 dakika süzülmesini bekleyin.,3,,"vegan,alkolsuz,pratik,vejetaryen",Suyu kaynar halde dökmeyin; 92-96°C aralığı acılığı azaltır.,Sade veya az sütle servis edin.
findikli-sicak-cikolata,Fındıklı Sıcak Çikolata,"Fındıklı sıcak çikolata, fındık ezmesiyle derinleşen kakao tadı sayesinde tatlı ihtiyacını tek fincanda karşılar.",ICECEK,tr,EASY,5,7,12,2,262,Süt 400 ml | Bitter çikolata 70 gr | Fındık ezmesi 2 yemek kaşığı | Çekilmiş fındık 1 yemek kaşığı,4,1. Sütü küçük tencereye alın. || 2. Çikolata ve fındık ezmesini ekleyip 6 dakika karıştırın. || 3. İçeceği fincanlara alıp çekilmiş fındıkla servis edin.,3,"SUT,KUSUYEMIS","alkolsuz,kis-tarifi,vejetaryen","Fındık ezmesini küçük miktar sütle açmak, içeceğe daha homojen yayılmasını sağlar.",Üzerine çekilmiş fındık serperek sıcak servis edin.
firik-pilavi,Firik Pilavı,Antep firik pilavı isli buğday kokusunu bulgur ve et suyuyla birleştiren tok bir pilavdır.,YEMEK,tr,MEDIUM,20,35,55,5,310,Firik 1.5 su bardağı | Bulgur 0.5 su bardağı | Et suyu 3 su bardağı | Tereyağı 50 gr,4,1. Firik ve bulguru yıkayıp süzün. || 2. Tereyağında 5 dakika kavurun. || 3. Et suyunu ekleyip 30 dakika pişirin.,3,"GLUTEN,SUT",tek-tencere,,
firik-pilavi-gaziantep-usulu,Firik Pilavı,"Gaziantep firik pilavı, isli firik ve bulgurun et suyunda tane tane pişmesiyle kurulan kuvvetli bir yöre pilavıdır.",YEMEK,tr,EASY,10,30,40,5,276,Firik 1 su bardağı | Pilavlık bulgur 0.5 su bardağı | Arpa şehriye 0.25 su bardağı | Et suyu 3 su bardağı | Tereyağı 30 gr | Maydanoz 0.25 demet,6,1. Tereyağında arpa şehriyeyi renk alana kadar çevirin. || 2. Firik ve bulguru ekleyip 2 dakika kavurun. || 3. Et suyunu ilave edip pilavı 18 dakika pişirin ve maydanozla servis edin.,3,"GLUTEN,SUT","tek-tencere,misafir-sofrasi",Firiği önceden yıkayıp süzmek is kokusunu yumuşatır ama tamamen silmez.,Yanına maydanoz serpiştirerek sıcak servis edin.
firin-baharatli-tofu-kupleri,Fırın Baharatlı Tofu Küpleri,"Fırın baharatlı tofu küpleri, vegan protein ihtiyacı için çıtır yüzeyli ve kısa hazırlıklı bir tepsi tarifi sunar.",ATISTIRMALIK,us,EASY,10,25,35,4,170,Tofu 400 gr | Soya sosu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Lime 1 adet,4,1. Tofuyu küp doğrayıp kurulayın. || 2. Soya sosu ve zeytinyağıyla harmanlayın. || 3. Tofuyu 200°C fırında 22 dakika pişirip lime ile servis edin.,3,SOYA,"vegan,yuksek-protein,firinda,vejetaryen",Tofuyu mutfak havlusuyla kurutmak fırında daha iyi renk aldırır.,Yanına lime dilimleri koyarak sıcak servis edin.
firin-elmali-granola-bar,Fırın Elmalı Granola Bar,"Yulaf, elma ve balın fırında birleşmesiyle oluşan granola bar, çantaya atılacak düzenli bir atıştırmalık olur.",ATISTIRMALIK,us,EASY,12,25,37,8,170,Yulaf ezmesi 250 gr | Elma rendesi 2 adet | Bal 4 yemek kaşığı | Ceviz 70 gr,4,1. Tüm malzemeleri karıştırıp kalıba bastırın. || 2. 180°C fırında 25 dakika pişirin. || 3. Soğuduktan sonra dilimleyin.,3,"GLUTEN,KUSUYEMIS","cocuk-dostu,butce-dostu,vejetaryen",Karışımı kalıba spatulayla sıkıca bastırın; soğuyunca kesmesi daha temiz olur.,Tamamen soğutup dikdörtgen barlar halinde servis edin.
firin-somon-brokoli-kasesi,Fırın Somon Brokoli Kasesi,"Fırın somon brokoli kasesi, yüksek protein ve dengeli yağ hedefi için tek tepside hazırlanan modern bir öğündür.",YEMEK,us,EASY,10,20,30,2,336,Somon fileto 350 gr | Brokoli 300 gr | Zeytinyağı 2 yemek kaşığı | Limon 1 adet,4,1. Brokoliyi zeytinyağıyla tepsiye yayın. || 2. Brokoliyi 200°C fırında 8 dakika ön pişirin. || 3. Somonu ekleyip 12 dakika daha pişirin ve limonla servis edin.,3,DENIZ_URUNLERI,"yuksek-protein,firinda",Somonu brokoli tepsiye girdikten 8 dakika sonra eklemek her ikisini aynı anda hazırlar.,Yanına limon dilimleri koyarak sıcak servis edin.
firin-tarcinli-armut,Fırın Tarçınlı Armut,Armutlar fırında bal ve tarçınla yumuşayınca ağırlaşmadan tatlı ihtiyacını karşılayan sade bir kapanış olur.,TATLI,tr,EASY,8,25,33,4,140,Armut 4 adet | Bal 3 yemek kaşığı | Tereyağı 20 gr | Tarçın 0.5 çay kaşığı,4,"1. Armutları ortadan ikiye kesip fırın kabına yerleştirin. || 2. Üzerine bal, tereyağı ve tarçın ekleyin. || 3. 190°C fırında 25 dakika pişirin.",3,SUT,"dusuk-kalorili,misafir-sofrasi,vejetaryen",Armutları çok olgun seçmeyin; fırında dağılmadan form tutmaları güzel olur.,Yanına bir kaşık kaymakla ılık servis edin.
firin-turos-csusza,Fırın Túrós Csusza,"Makarnanın lor benzeri peynir ve ekşi kremayla birleştiği Túrós Csusza, ev usulü rahat bir Macar tabağıdır.",YEMEK,hu,EASY,10,20,30,4,420,Erişte 300 gr | Lor peyniri 200 gr | Ekşi krema 150 gr | Tereyağı 1 yemek kaşığı,4,"1. Erişteyi haşlayıp süzün. || 2. Tereyağı, lor ve ekşi kremayla karıştırın. || 3. Kısık ateşte 2 dakika birleştirip servis edin.",3,"GLUTEN,SUT","30-dakika-alti,vejetaryen",Makarnayı 1 dakika erken süzün; peynirli sosla karışınca kıvam dengesi korunur.,Üzerine taze çekilmiş karabiber ekleyerek servis edin.
firinda-baharatli-leblebi,Fırında Baharatlı Leblebi,Haşlanmış nohut fırında kuruyup çıtır leblebi hissi verir; kimyon ve pul biberle canlanır.,ATISTIRMALIK,tr,EASY,10,30,40,4,150,Haşlanmış nohut 500 gr | Zeytinyağı 2 yemek kaşığı | Kimyon 1 çay kaşığı | Pul biber 1 çay kaşığı,4,1. Nohutları kurutup yağ ve baharatla harmanlayın. || 2. 200°C fırında 30 dakika pişirin. || 3. Tepside 10 dakika soğutup servis edin.,3,,"vegan,butce-dostu,vejetaryen",Nohutları havluyla kurulayın; fırında çıtırlaşma daha net olur.,Ilık ya da oda sıcaklığında servis edin.
firinda-balkabagi,Fırında Balkabağı,"Balkabağının zeytinyağı, sarımsak ve biberiyeyle fırında kızardığı garnitür.",YEMEK,tr,EASY,10,35,45,4,160,Balkabağı 800 gr | Zeytinyağı 3 yemek kaşığı | Sarımsak 2 diş | Biberiye 1 dal | Tahin 2 yemek kaşığı,5,"1. Balkabağını iri küpler halinde doğrayın. || 2. Zeytinyağı, sarımsak ve biberiyeyle karıştırın. || 3. Kabakları 200°C fırında 30-35 dakika pişirin.",3,SUSAM,"vegan,firinda,kis-tarifi,vejetaryen",Kabakları tek sıra dizin; üst üste gelirse buharda kalır.,Tahinli sosla servis edin.
firinda-falafel-cipsi,Fırında Falafel Cipsi,"Falafel harcı ince yayılıp fırınlandığında nohutlu, baharatlı ve gevrek bir atıştırmalığa dönüşür.",ATISTIRMALIK,me,EASY,15,20,35,4,180,Haşlanmış nohut 350 gr | Maydanoz 0.5 demet | Kimyon 1 çay kaşığı | Tahin 1 yemek kaşığı,4,1. Nohut ve baharatları robottan geçirip harç yapın. || 2. Harcı yağlı kâğıda ince yayın. || 3. 200°C fırında 20 dakika pişirip kırarak servis edin.,3,SUSAM,"vegan,butce-dostu,vejetaryen",Harcı ince yayın; kalın kaldığında cips değil köfte dokusu verir.,Tahini-limon dip ile servis edin.
firinda-karnabahar,Fırında Karnabahar,Yoğurtlu yumurtalı sosla kaplanan karnabaharın fırında kızardığı hafif sebze yemeği.,YEMEK,tr,EASY,20,30,50,4,230,Karnabahar 1 orta boy | Yoğurt 1 su bardağı | Yumurta 1 adet | Un 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Kaşar peyniri 0.5 su bardağı | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı,8,"1. Karnabaharı çiçeklerine ayırıp tuzlu suda 8 dakika haşlayın. || 2. Yoğurt, yumurta, un, zeytinyağı, tuz ve karabiberi pürüzsüz sos olana kadar çırpın. || 3. Karnabaharları sosla kaplayıp fırın kabına alın. || 4. Üzerine kaşar serpin ve 190°C fırında 25-30 dakika pişirin.",4,"SUT,YUMURTA,GLUTEN","vejetaryen,firinda,dusuk-kalorili",Karnabaharı fazla haşlamayın; çatal giren ama dağılmayan kıvam fırın için idealdir.,Sarımsaklı yoğurtla ılık servis edin.
firinda-karniyarik,Fırında Karnıyarık,"Türk mutfağının patlıcanlı klasiği, kıymalı harcı kızarmış patlıcanın içinde fırında tamamlar.",YEMEK,cn,MEDIUM,30,40,70,4,320,Patlıcan 4 adet | Dana kıyma 300 gr | Soğan 1 adet | Domates 2 adet | Yeşil biber 3 adet,5,"1. Patlıcanları kızgın yağda 8 dakika kızartın. || 2. Kıyma, soğan, domates ve biberi 15 dakika pişirin. || 3. Patlıcanları açıp harçla doldurun. || 4. 180°C fırında 25 dakika pişirin.",4,,misafir-sofrasi,Patlıcanları çizmeden önce kurulayın; kızgın yağda sıçrama azalır.,Pirinç pilavı ve cacıkla servis edin.
firinda-makarna,Fırında Makarna,Beşamel sos ve kaşar peyniriyle fırında kızaran klasik makarna.,YEMEK,tr,EASY,15,35,50,6,470,Fırın makarna 500 gr | Süt 3 su bardağı | Un 2 yemek kaşığı | Tereyağı 2 yemek kaşığı | Yumurta 1 adet | Kaşar peyniri 1.5 su bardağı | Tuz 1 yemek kaşığı,7,"1. Makarnayı tuzlu suda 8 dakika haşlayıp süzün. || 2. Tereyağı, un ve sütle beşamel sos hazırlayın. || 3. Sos, yumurta ve makarnayı karıştırıp fırın kabına alın. || 4. Üzerine kaşar serpin ve 190°C fırında 25 dakika pişirin.",4,"GLUTEN,SUT,YUMURTA","vejetaryen,firinda,cocuk-dostu",Makarnayı fırına girmeden 2 dakika az haşlayın; sosla pişerken yumuşar.,Yeşil salata ile servis edin.
firinda-mucver,Fırında Mücver,"Kabak, peynir ve yeşilliklerle hazırlanan, kızartmadan pişen hafif mücver.",YEMEK,tr,EASY,20,30,50,4,220,Kabak 4 adet | Yumurta 3 adet | Un 4 yemek kaşığı | Beyaz peynir 150 gr | Dereotu 0.5 demet | Zeytinyağı 3 yemek kaşığı | Tuz 1 çay kaşığı,7,"1. Kabakları rendeleyip suyunu sıkın. || 2. Yumurta, un, peynir, dereotu, zeytinyağı ve tuzla karıştırın. || 3. Karışımı tepsiye yayın ve 180°C fırında 28-30 dakika pişirin.",3,"GLUTEN,SUT,YUMURTA","vejetaryen,firinda,dusuk-kalorili",Rendelenmiş kabağın suyunu sıkın; tepside sulanma olmadan dilimlenir.,Sarımsaklı yoğurtla ılık servis edin.
firinda-nohut-cipsi,Fırında Nohut Cipsi,Haşlanmış nohudun baharatla fırında çıtırlaştırıldığı pratik atıştırmalık.,ATISTIRMALIK,tr,EASY,10,30,40,4,180,Haşlanmış nohut 2 su bardağı | Zeytinyağı 2 yemek kaşığı | Toz kırmızı biber 1 çay kaşığı | Kimyon 0.5 çay kaşığı | Tuz 0.5 çay kaşığı,5,"1. Nohutları kağıt havluyla kurulayın. || 2. Nohutları zeytinyağı, kırmızı biber, kimyon ve tuzla karıştırın. || 3. Nohutları 190°C fırında 25-30 dakika pişirin.",3,,"vegan,firinda,vejetaryen",Nohutları fırına girmeden kurulayın; nemli nohut çıtırlaşmaz.,Ara öğünde veya salata üzerinde kullanın.
firinda-soslu-tavuk-kanat,Fırında Soslu Tavuk Kanat,Yoğurtlu baharat sosuyla marine edilen tavuk kanatlar fırında nar gibi kızarır.,YEMEK,tr,EASY,15,40,55,4,390,Tavuk kanat 1 kg | Yoğurt 3 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Domates salçası 1 yemek kaşığı | Sarımsak 2 diş | Tatlı toz biber 1 tatlı kaşığı | Tuz 1 tatlı kaşığı | Karabiber 0.5 çay kaşığı,8,"1. Yoğurt, zeytinyağı, salça, ezilmiş sarımsak ve baharatları kapta karıştırın. || 2. Kanatları sosla kaplayın ve buzdolabında 30 dakika dinlendirin. || 3. Kanatları yağlı kağıt serili tepsiye aralıklı dizin. || 4. 200°C fırında 35-40 dakika kızarana kadar pişirin.",4,SUT,"firinda,pratik,cocuk-dostu",Kanatları tepsiye aralıklı dizin; üst üste binerse derisi kızarmak yerine haşlanır.,Fırın patates ve yeşil salata ile servis edin.
firinda-tavuk-baget,Fırında Tavuk Baget,"Baharatlı marine ile hazırlanan, fırında çıtır çıtır pişen tavuk bagetleri.",YEMEK,tr,EASY,10,45,55,4,310,Tavuk baget 8 adet | Zeytinyağı 3 yemek kaşığı | Sarımsak tozu 1 tatlı kaşığı | Tatlı biber tozu 1 yemek kaşığı | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı | Kekik 1 tatlı kaşığı,7,"1. Fırını 200°C'ye ısıtın. || 2. Bagetleri zeytinyağı ve baharatlarla ovalayın. || 3. Fırın tepsisine dizin, 45 dakika pişirin.",3,GLUTEN,"firinda,cocuk-dostu,pratik","Son 10 dakika ızgara moduna alın, üstü kızarsın.",Patates püresi veya salata ile.
firinda-tavuk-pirzola,Fırında Tavuk Pirzola,Yoğurtlu baharat marineli tavuk pirzolanın patatesle fırında pişen hali.,YEMEK,tr,EASY,20,45,65,5,420,Tavuk pirzola 1 kg | Patates 4 adet | Yoğurt 0.5 su bardağı | Zeytinyağı 3 yemek kaşığı | Domates salçası 1 yemek kaşığı | Sarımsak 2 diş | Toz kırmızı biber 1 tatlı kaşığı,7,"1. Yoğurt, yağ, salça, sarımsak ve baharatı karıştırıp tavukları kaplayın. || 2. Tavukları 30 dakika buzdolabında dinlendirin. || 3. Patateslerle birlikte 200°C fırında 40-45 dakika pişirin.",3,SUT,"firinda,cocuk-dostu",Tavukları en az 30 dakika marine edin; yoğurt eti daha yumuşak yapar.,Çoban salata ve ayranla servis edin.
firinlanmis-kabak-cekirdegi,Fırınlanmış Kabak Çekirdeği,Kabak çekirdeğinin baharatla fırında çıtırlaştırıldığı pratik atıştırmalık.,ATISTIRMALIK,tr,EASY,10,20,30,4,220,Kabak çekirdeği 1.5 su bardağı | Zeytinyağı 1 yemek kaşığı | Toz kırmızı biber 0.5 çay kaşığı | Tuz 0.5 çay kaşığı,4,"1. Kabak çekirdeklerini yıkayıp kurulayın. || 2. Çekirdekleri yağ, biber ve tuzla karıştırın. || 3. 170°C fırında 18-20 dakika pişirin.",3,,"vegan,firinda,vejetaryen",Çekirdekleri fırına girmeden kurulayın; çıtır kabuk için nem kalmamalı.,Ara öğünde veya çorba üzerinde kullanın.
firinlanmis-yulaf,Fırınlanmış Yulaf,"Fırınlanmış yulaf, muz ve sütle pişince kek ile lapa arasında duran sıcak bir kahvaltı kasesine dönüşür.",KAHVALTI,tr,EASY,10,25,35,4,260,Yulaf ezmesi 2 su bardağı | Süt 2 su bardağı | Muz 2 adet | Yumurta 1 adet,4,1. Muzu ezip süt ve yumurtayla karıştırın. || 2. Yulafı ekleyip karışımı kalıba dökün. || 3. 180°C fırında 25 dakika pişirin.,3,"GLUTEN,SUT,YUMURTA","cocuk-dostu,vejetaryen",Muzu çatalla tamamen ezip harca karıştırın; ekstra şeker ihtiyacını azaltır.,Üzerine tarçın ve birkaç muz dilimi koyun.
fiskefrikadeller,Fiskefrikadeller,"Danimarka balık köftesi, beyaz balık ve krema ile tavada hafif kızaran yumuşak köfteler verir.",YEMEK,se,MEDIUM,25,18,43,4,310,Beyaz balık 600 gr | Krema 100 ml | Yumurta 1 adet | Un 2 yemek kaşığı,4,1. Balığı krema ve yumurtayla püre yapın. || 2. Harcı 15 dakika soğutun. || 3. Köfteleri tavada 18 dakika pişirin.,3,"DENIZ_URUNLERI,SUT,GLUTEN,YUMURTA",yuksek-protein,Balık harcını 15 dakika soğutun; soğuk harç tavada formunu korur.,Patates salatası ve limonla servis edin.
fistik-ezmeli-muz-smoothie,Fıstık Ezmeli Muz Smoothie,"Fıstık ezmeli muz smoothie, süt ve yulafla yüksek enerjili, kremamsı bir ara öğün olur.",ICECEK,us,EASY,5,0,5,2,330,Muz 2 adet | Fıstık ezmesi 2 yemek kaşığı | Süt 300 ml | Yulaf 4 yemek kaşığı,4,"1. Muzları dilimleyip blendera alın. || 2. Fıstık ezmesi, süt ve yulafı ekleyin. || 3. Pürüzsüz kıvam için 45 saniye çekin.",3,"SUT,YER_FISTIGI,GLUTEN","alkolsuz,vejetaryen",Olgun muz kullanın; ek şeker eklemeden tat dengesi yeterli olur.,Üzerine tarçın ve ince muz dilimleriyle servis edin.
flan-cubano,Flan Cubano,"Flan cubano, karamel tabanlı, yumurta ve sütle bağlanan pürüzsüz bir Küba tatlısıdır.",TATLI,cu,MEDIUM,15,45,60,8,208,Yumurta 4 adet | Süt 500 ml | Şeker 180 gr | Vanilya 1 çay kaşığı,4,"1. Şekerin yarısını karamel yapıp kalıba yayın. || 2. Yumurta, süt, kalan şeker ve vanilyayı çırpın. || 3. Karışımı kalıba döküp benmari düzende 40 dakika pişirin.",3,"SUT,YUMURTA","misafir-sofrasi,vejetaryen",Karışımı süzerek kaba almak flanın yüzeyini daha parlak bırakır.,Üzerine karameli gezdirerek soğuk servis edin.
flan-de-coco-cubano,Flan de Coco Cubano,"Küba usulü hindistan cevizli flan, karamel tabanının üstünde pürüzsüz ve zengin bir doku taşır.",TATLI,cu,MEDIUM,15,45,60,8,254,Yoğunlaştırılmış süt 1 kutu | Hindistan cevizi sütü 1 su bardağı | Yumurta 4 adet | Şeker 0.5 su bardağı,4,1. Şekeri tavada karamel haline getirip kalıba yayın. || 2. Kalan malzemeyi çırpıp kalıba dökün. || 3. Benmari usulü 180°C fırında 45 dakika pişirin.,3,"SUT,YUMURTA",misafir-sofrasi,Flanı fırından çıkarınca tamamen soğutun; sıcak çevrilirse yapısı kırılır.,Karamel sosunu üstüne gezdirerek soğuk servis edin.
flat-white,Flat White,Çift espresso ve ince dokulu süt köpüğüyle hazırlanan yoğun kahve.,ICECEK,tr,EASY,5,3,8,1,120,Espresso 60 ml | Süt 130 ml,2,1. Çift espressoyu fincana alın. || 2. Sütü ısıtıp ince köpük oluşana kadar buharlayın. || 3. Sütü espressoya tek noktadan dökün.,3,SUT,"alkolsuz,pratik,vejetaryen",Süt köpüğünü ince mikro köpük halinde hazırlayın; içecek latte kadar sütlü olmaz.,Şekersiz servis edin.
focaccia,Focaccia,"Zeytinyağı, biberiye ve iri tuzla pişen yumuşak İtalyan ekmeği.",YEMEK,it,MEDIUM,90,25,115,8,300,Un 4 su bardağı | Ilık su 1.75 su bardağı | Kuru maya 1 tatlı kaşığı | Zeytinyağı 0.5 su bardağı | Biberiye 2 dal | İri tuz 1 çay kaşığı,6,"1. Un, su, maya ve tuzu yoğurup 60 dakika mayalandırın. || 2. Hamuru yağlı tepsiye yayın, 25 dakika daha dinlendirin. || 3. Zeytinyağı, biberiye ve tuz ekleyip 200°C fırında 22-25 dakika pişirin.",3,GLUTEN,"vegan,firinda,vejetaryen",Hamuru tepside ikinci kez mayalandırın; yüzeyindeki boşluklar bu aşamada oluşur.,Zeytinyağı ve balzamik sirkeyle servis edin.
freekeh-pilaf,Freekeh Pilaf,"Freekeh pilaf, isli yeşil buğdayı tavuk suyu ve bademle kokulu bir Orta Doğu pilavına çevirir.",YEMEK,me,MEDIUM,20,40,60,6,340,Freekeh 2 su bardağı | Tavuk suyu 4 su bardağı | Badem 80 gr | Tereyağı 40 gr,4,1. Freekeh tanelerini yıkayıp süzün. || 2. Tereyağında 5 dakika kavurun. || 3. Tavuk suyuyla 35 dakika pişirin.,3,"GLUTEN,KUSUYEMIS,SUT",misafir-sofrasi,Freekeh tanelerini bol suda yıkayın; isli toz acılık verebilir.,Yoğurt ve ızgara tavuk yanında servis edin.
french-75,French 75,"Cin, limon suyu, şeker şurubu ve köpüklü şarapla hazırlanan klasik kokteyl.",KOKTEYL,me,EASY,5,0,5,1,150,Cin 30 ml | Limon suyu 15 ml | Şeker şurubu 15 ml | Köpüklü şarap 90 ml | Buz 1 su bardağı,5,"1. Cin, limon suyu ve şeker şurubunu buzla 12 saniye çalkalayın. || 2. Karışımı flüt kadehe süzün. || 3. Köpüklü şarapla tamamlayın.",3,,"alkollu,misafir-sofrasi,vejetaryen,vegan",Köpüklü şarabı çalkalamayın; kadehte en son tamamlayın.,Limon kabuğu kıvrımıyla servis edin.
